name,date,closing_price
Autodesk Inc,2011-10-12,31.02
Autodesk Inc,2011-10-11,30.01
Autodesk Inc,2011-10-10,29.27
Autodesk Inc,2011-10-07,28.29
Autodesk Inc,2011-10-06,27.99
Autodesk Inc,2011-10-05,27.21
Autodesk Inc,2011-10-04,26.08
Autodesk Inc,2011-10-03,25.45
Autodesk Inc,2011-09-30,27.79
Autodesk Inc,2011-09-29,29.29
Autodesk Inc,2011-09-28,28.7
Autodesk Inc,2011-09-27,29.47
Autodesk Inc,2011-09-26,28.3
Autodesk Inc,2011-09-23,28.34
Autodesk Inc,2011-09-22,27.66
Autodesk Inc,2011-09-21,28.56
Autodesk Inc,2011-09-20,28.11
Autodesk Inc,2011-09-19,28.79
Autodesk Inc,2011-09-16,29.45
Autodesk Inc,2011-09-15,29.41
Autodesk Inc,2011-09-14,28.46
Autodesk Inc,2011-09-13,27.69
Autodesk Inc,2011-09-12,26.72
Autodesk Inc,2011-09-09,25.41
Autodesk Inc,2011-09-08,26.28
Autodesk Inc,2011-09-07,27
Autodesk Inc,2011-09-06,26.13
Autodesk Inc,2011-09-02,26.38
Autodesk Inc,2011-09-01,27.23
Autodesk Inc,2011-08-31,28.2
Autodesk Inc,2011-08-30,27.7
Autodesk Inc,2011-08-29,28.05
Autodesk Inc,2011-08-26,26.63
Autodesk Inc,2011-08-25,25.56
Autodesk Inc,2011-08-24,26.47
Autodesk Inc,2011-08-23,25.28
Autodesk Inc,2011-08-22,24.29
Autodesk Inc,2011-08-19,23.41
Autodesk Inc,2011-08-18,26.51
Autodesk Inc,2011-08-17,28.85
Autodesk Inc,2011-08-16,29.45
Autodesk Inc,2011-08-15,30.09
Autodesk Inc,2011-08-12,29.18
Autodesk Inc,2011-08-11,28.75
Autodesk Inc,2011-08-10,28.16
Autodesk Inc,2011-08-09,29.96
Autodesk Inc,2011-08-08,28.06
Autodesk Inc,2011-08-05,30.92
Autodesk Inc,2011-08-04,31.57
Autodesk Inc,2011-08-03,33.95
Autodesk Inc,2011-08-02,33.44
Autodesk Inc,2011-08-01,34.4
Ameren Corp,2011-10-28,32.21
Ameren Corp,2011-10-27,32.27
Ameren Corp,2011-10-26,31.37
Ameren Corp,2011-10-25,31.49
Ameren Corp,2011-10-24,31.91
Ameren Corp,2011-10-21,31.76
Ameren Corp,2011-10-20,30.86
Ameren Corp,2011-10-19,30.63
Ameren Corp,2011-10-18,30.77
Ameren Corp,2011-10-17,30.46
Ameren Corp,2011-10-14,30.7
Ameren Corp,2011-10-13,29.93
Ameren Corp,2011-10-12,29.77
Ameren Corp,2011-10-11,29.75
Ameren Corp,2011-10-10,30.02
Ameren Corp,2011-10-07,29.25
Ameren Corp,2011-10-06,29.27
Ameren Corp,2011-10-05,28.83
Ameren Corp,2011-10-04,28.64
Ameren Corp,2011-10-03,29.01
Ameren Corp,2011-09-30,29.77
Ameren Corp,2011-09-29,30.27
Ameren Corp,2011-09-28,30.08
Ameren Corp,2011-09-27,30.36
Ameren Corp,2011-09-26,30.38
Ameren Corp,2011-09-23,30.23
Ameren Corp,2011-09-22,29.74
Ameren Corp,2011-09-21,30.43
Ameren Corp,2011-09-20,30.92
Ameren Corp,2011-09-19,30.44
Ameren Corp,2011-09-16,30.42
Ameren Corp,2011-09-15,30
Ameren Corp,2011-09-14,29.54
Ameren Corp,2011-09-13,29.46
Ameren Corp,2011-09-12,29.2
Ameren Corp,2011-09-09,28.93
Ameren Corp,2011-09-08,29.52
Ameren Corp,2011-09-07,29.39
Ameren Corp,2011-09-06,28.98
Ameren Corp,2011-09-02,29.16
Ameren Corp,2011-09-01,29.45
Ameren Corp,2011-08-31,29.87
Ameren Corp,2011-08-30,29.42
Ameren Corp,2011-08-29,29.55
Ameren Corp,2011-08-26,28.82
Ameren Corp,2011-08-25,28.87
Ameren Corp,2011-08-24,29.11
Ameren Corp,2011-08-23,28.5
Ameren Corp,2011-08-22,27.82
Ameren Corp,2011-08-19,28.03
Ameren Corp,2011-08-18,28.13
Ameren Corp,2011-08-17,28.56
Ameren Corp,2011-08-16,28.18
Ameren Corp,2011-08-15,27.98
Ameren Corp,2011-08-12,27.04
Ameren Corp,2011-08-11,27.41
Ameren Corp,2011-08-10,26.1
Ameren Corp,2011-08-09,26.83
Ameren Corp,2011-08-08,25.63
Ameren Corp,2011-08-05,27.26
Ameren Corp,2011-08-04,26.64
Ameren Corp,2011-08-03,28.18
Ameren Corp,2011-08-02,27.96
Ameren Corp,2011-08-01,28.59
American Electric Power,2011-10-28,39.42
American Electric Power,2011-10-27,39.72
American Electric Power,2011-10-26,38.8
American Electric Power,2011-10-25,38.65
American Electric Power,2011-10-24,39.05
American Electric Power,2011-10-21,39.13
American Electric Power,2011-10-20,38.96
American Electric Power,2011-10-19,38.47
American Electric Power,2011-10-18,38.56
American Electric Power,2011-10-17,38.31
American Electric Power,2011-10-14,38.66
American Electric Power,2011-10-13,38.31
American Electric Power,2011-10-12,38.21
American Electric Power,2011-10-11,38.3
American Electric Power,2011-10-10,38.58
American Electric Power,2011-10-07,37.74
American Electric Power,2011-10-06,37.62
American Electric Power,2011-10-05,37.04
American Electric Power,2011-10-04,36.66
American Electric Power,2011-10-03,37.15
American Electric Power,2011-09-30,38.02
American Electric Power,2011-09-29,38.47
American Electric Power,2011-09-28,37.7
American Electric Power,2011-09-27,37.9
American Electric Power,2011-09-26,37.77
American Electric Power,2011-09-23,37.45
American Electric Power,2011-09-22,37.08
American Electric Power,2011-09-21,37.45
American Electric Power,2011-09-20,38.31
American Electric Power,2011-09-19,37.53
American Electric Power,2011-09-16,37.52
American Electric Power,2011-09-15,37.64
American Electric Power,2011-09-14,37.46
American Electric Power,2011-09-13,37.13
American Electric Power,2011-09-12,37.12
American Electric Power,2011-09-09,36.8
American Electric Power,2011-09-08,37.69
American Electric Power,2011-09-07,38.24
American Electric Power,2011-09-06,38.13
American Electric Power,2011-09-02,37.98
American Electric Power,2011-09-01,38.37
American Electric Power,2011-08-31,38.63
American Electric Power,2011-08-30,38.45
American Electric Power,2011-08-29,38.25
American Electric Power,2011-08-26,37.56
American Electric Power,2011-08-25,37.59
American Electric Power,2011-08-24,38.21
American Electric Power,2011-08-23,37.54
American Electric Power,2011-08-22,37.04
American Electric Power,2011-08-19,37.06
American Electric Power,2011-08-18,37.26
American Electric Power,2011-08-17,37.83
American Electric Power,2011-08-16,37.19
American Electric Power,2011-08-15,37.49
American Electric Power,2011-08-12,35.76
American Electric Power,2011-08-11,35.77
American Electric Power,2011-08-10,34.27
American Electric Power,2011-08-09,35.06
American Electric Power,2011-08-08,33.91
American Electric Power,2011-08-05,35.78
American Electric Power,2011-08-04,35.57
American Electric Power,2011-08-03,36.65
American Electric Power,2011-08-02,36.65
American Electric Power,2011-08-01,37.37
AES Corp,2011-10-28,11.65
AES Corp,2011-10-27,11.51
AES Corp,2011-10-26,10.96
AES Corp,2011-10-25,10.82
AES Corp,2011-10-24,11.23
AES Corp,2011-10-21,11.19
AES Corp,2011-10-20,10.82
AES Corp,2011-10-19,10.79
AES Corp,2011-10-18,10.7
AES Corp,2011-10-17,10.25
AES Corp,2011-10-14,10.51
AES Corp,2011-10-13,10.39
AES Corp,2011-10-12,10.47
AES Corp,2011-10-11,10.21
AES Corp,2011-10-10,10.35
AES Corp,2011-10-07,10.02
AES Corp,2011-10-06,10.16
AES Corp,2011-10-05,9.76
AES Corp,2011-10-04,9.44
AES Corp,2011-10-03,9.44
AES Corp,2011-09-30,9.76
AES Corp,2011-09-29,10.26
AES Corp,2011-09-28,9.95
AES Corp,2011-09-27,10.19
AES Corp,2011-09-26,10.07
AES Corp,2011-09-23,9.87
AES Corp,2011-09-22,9.83
AES Corp,2011-09-21,10.36
AES Corp,2011-09-20,10.72
AES Corp,2011-09-19,10.93
AES Corp,2011-09-16,11.06
AES Corp,2011-09-15,10.89
AES Corp,2011-09-14,10.59
AES Corp,2011-09-13,10.38
AES Corp,2011-09-12,10.4
AES Corp,2011-09-09,10.33
AES Corp,2011-09-08,10.68
AES Corp,2011-09-07,10.86
AES Corp,2011-09-06,10.53
AES Corp,2011-09-02,10.32
AES Corp,2011-09-01,10.64
AES Corp,2011-08-31,10.86
AES Corp,2011-08-30,10.65
AES Corp,2011-08-29,10.87
AES Corp,2011-08-26,10.35
AES Corp,2011-08-25,10.23
AES Corp,2011-08-24,10.66
AES Corp,2011-08-23,10.47
AES Corp,2011-08-22,10.17
AES Corp,2011-08-19,10.18
AES Corp,2011-08-18,10.45
AES Corp,2011-08-17,10.91
AES Corp,2011-08-16,10.88
AES Corp,2011-08-15,11.02
AES Corp,2011-08-12,10.51
AES Corp,2011-08-11,10.43
AES Corp,2011-08-10,9.68
AES Corp,2011-08-09,9.9
AES Corp,2011-08-08,9.6
AES Corp,2011-08-05,10.82
AES Corp,2011-08-04,10.75
AES Corp,2011-08-03,11.69
AES Corp,2011-08-02,11.73
AES Corp,2011-08-01,12.18
Aetna Inc,2011-10-28,40.63
Aetna Inc,2011-10-27,40.83
Aetna Inc,2011-10-26,38.9
Aetna Inc,2011-10-25,38.31
Aetna Inc,2011-10-24,38.62
Aetna Inc,2011-10-21,38.12
Aetna Inc,2011-10-20,37.34
Aetna Inc,2011-10-19,36.87
Aetna Inc,2011-10-18,37.1
Aetna Inc,2011-10-17,37.49
Aetna Inc,2011-10-14,37.86
Aetna Inc,2011-10-13,37.01
Aetna Inc,2011-10-12,37.47
Aetna Inc,2011-10-11,36.58
Aetna Inc,2011-10-10,36.69
Aetna Inc,2011-10-07,35.33
Aetna Inc,2011-10-06,35.36
Aetna Inc,2011-10-05,35.12
Aetna Inc,2011-10-04,35.43
Aetna Inc,2011-10-03,34.19
Aetna Inc,2011-09-30,36.19
Aetna Inc,2011-09-29,37.07
Aetna Inc,2011-09-28,37.45
Aetna Inc,2011-09-27,38.97
Aetna Inc,2011-09-26,39.29
Aetna Inc,2011-09-23,38.49
Aetna Inc,2011-09-22,37.75
Aetna Inc,2011-09-21,38.66
Aetna Inc,2011-09-20,40.35
Aetna Inc,2011-09-19,40.93
Aetna Inc,2011-09-16,41.36
Aetna Inc,2011-09-15,41.11
Aetna Inc,2011-09-14,40.1
Aetna Inc,2011-09-13,40.36
Aetna Inc,2011-09-12,38.28
Aetna Inc,2011-09-09,37.85
Aetna Inc,2011-09-08,39.03
Aetna Inc,2011-09-07,39.79
Aetna Inc,2011-09-06,38.34
Aetna Inc,2011-09-02,38.73
Aetna Inc,2011-09-01,39.72
Aetna Inc,2011-08-31,39.87
Aetna Inc,2011-08-30,39.78
Aetna Inc,2011-08-29,39
Aetna Inc,2011-08-26,38.07
Aetna Inc,2011-08-25,37.24
Aetna Inc,2011-08-24,37.76
Aetna Inc,2011-08-23,36.91
Aetna Inc,2011-08-22,35.09
Aetna Inc,2011-08-19,35.34
Aetna Inc,2011-08-18,36.29
Aetna Inc,2011-08-17,37.72
Aetna Inc,2011-08-16,37.68
Aetna Inc,2011-08-15,38.19
Aetna Inc,2011-08-12,37.14
Aetna Inc,2011-08-11,36.49
Aetna Inc,2011-08-10,34.93
Aetna Inc,2011-08-09,36.74
Aetna Inc,2011-08-08,34.41
Aetna Inc,2011-08-05,37.27
Aetna Inc,2011-08-04,37.7
Aetna Inc,2011-08-03,39.04
Aetna Inc,2011-08-02,39.01
Aetna Inc,2011-08-01,40.13
AFLAC Inc,2011-10-28,46.74
AFLAC Inc,2011-10-27,46.77
AFLAC Inc,2011-10-26,43.03
AFLAC Inc,2011-10-25,41.74
AFLAC Inc,2011-10-24,43.34
AFLAC Inc,2011-10-21,42.72
AFLAC Inc,2011-10-20,41.37
AFLAC Inc,2011-10-19,41.04
AFLAC Inc,2011-10-18,41.89
AFLAC Inc,2011-10-17,39.65
AFLAC Inc,2011-10-14,41.3
AFLAC Inc,2011-10-13,40.28
AFLAC Inc,2011-10-12,40.62
AFLAC Inc,2011-10-11,38.97
AFLAC Inc,2011-10-10,38.55
AFLAC Inc,2011-10-07,36.63
AFLAC Inc,2011-10-06,38.23
AFLAC Inc,2011-10-05,37.42
AFLAC Inc,2011-10-04,36.13
AFLAC Inc,2011-10-03,33.57
AFLAC Inc,2011-09-30,34.95
AFLAC Inc,2011-09-29,35.88
AFLAC Inc,2011-09-28,33.84
AFLAC Inc,2011-09-27,34.47
AFLAC Inc,2011-09-26,32.58
AFLAC Inc,2011-09-23,31.46
AFLAC Inc,2011-09-22,32.02
AFLAC Inc,2011-09-21,33.19
AFLAC Inc,2011-09-20,35.06
AFLAC Inc,2011-09-19,35.44
AFLAC Inc,2011-09-16,36.33
AFLAC Inc,2011-09-15,36.23
AFLAC Inc,2011-09-14,34.94
AFLAC Inc,2011-09-13,34.27
AFLAC Inc,2011-09-12,34.18
AFLAC Inc,2011-09-09,33.83
AFLAC Inc,2011-09-08,35.07
AFLAC Inc,2011-09-07,35.87
AFLAC Inc,2011-09-06,33.91
AFLAC Inc,2011-09-02,34.99
AFLAC Inc,2011-09-01,36.69
AFLAC Inc,2011-08-31,37.72
AFLAC Inc,2011-08-30,36.92
AFLAC Inc,2011-08-29,37.29
AFLAC Inc,2011-08-26,35.54
AFLAC Inc,2011-08-25,35.26
AFLAC Inc,2011-08-24,36.44
AFLAC Inc,2011-08-23,35.54
AFLAC Inc,2011-08-22,34.88
AFLAC Inc,2011-08-19,34.61
AFLAC Inc,2011-08-18,35.36
AFLAC Inc,2011-08-17,37.48
AFLAC Inc,2011-08-16,37.31
AFLAC Inc,2011-08-15,38.05
AFLAC Inc,2011-08-12,37.05
AFLAC Inc,2011-08-11,37.63
AFLAC Inc,2011-08-10,35.28
AFLAC Inc,2011-08-09,39.29
AFLAC Inc,2011-08-08,37.38
AFLAC Inc,2011-08-05,41.38
AFLAC Inc,2011-08-04,41.92
AFLAC Inc,2011-08-03,44.5
AFLAC Inc,2011-08-02,44.21
AFLAC Inc,2011-08-01,45.33
Allergan Inc,2011-10-28,84.4
Allergan Inc,2011-10-27,84.98
Allergan Inc,2011-10-26,83.74
Allergan Inc,2011-10-25,86.96
Allergan Inc,2011-10-24,89.01
Allergan Inc,2011-10-21,88.38
Allergan Inc,2011-10-20,86.58
Allergan Inc,2011-10-19,84.95
Allergan Inc,2011-10-18,85.64
Allergan Inc,2011-10-17,84.17
Allergan Inc,2011-10-14,86.21
Allergan Inc,2011-10-13,84.3
Allergan Inc,2011-10-12,83.94
Allergan Inc,2011-10-11,83.6
Allergan Inc,2011-10-10,82.97
Allergan Inc,2011-10-07,81.5
Allergan Inc,2011-10-06,82.12
Allergan Inc,2011-10-05,81.05
Allergan Inc,2011-10-04,80.08
Allergan Inc,2011-10-03,79.63
Allergan Inc,2011-09-30,82.38
Allergan Inc,2011-09-29,85.03
Allergan Inc,2011-09-28,84.1
Allergan Inc,2011-09-27,84.55
Allergan Inc,2011-09-26,83.11
Allergan Inc,2011-09-23,82.12
Allergan Inc,2011-09-22,80.83
Allergan Inc,2011-09-21,81.45
Allergan Inc,2011-09-20,83.4
Allergan Inc,2011-09-19,82.93
Allergan Inc,2011-09-16,83.2
Allergan Inc,2011-09-15,82.35
Allergan Inc,2011-09-14,80.71
Allergan Inc,2011-09-13,79.31
Allergan Inc,2011-09-12,78.18
Allergan Inc,2011-09-09,78.57
Allergan Inc,2011-09-08,81.06
Allergan Inc,2011-09-07,82.42
Allergan Inc,2011-09-06,79.02
Allergan Inc,2011-09-02,79.03
Allergan Inc,2011-09-01,80.89
Allergan Inc,2011-08-31,81.81
Allergan Inc,2011-08-30,80.78
Allergan Inc,2011-08-29,79.6
Allergan Inc,2011-08-26,78.11
Allergan Inc,2011-08-25,77.08
Allergan Inc,2011-08-24,77.9
Allergan Inc,2011-08-23,75.62
Allergan Inc,2011-08-22,72.46
Allergan Inc,2011-08-19,72.35
Allergan Inc,2011-08-18,73.19
Allergan Inc,2011-08-17,75.78
Allergan Inc,2011-08-16,75.62
Allergan Inc,2011-08-15,74.7
Allergan Inc,2011-08-12,74.42
Allergan Inc,2011-08-11,73.6
Allergan Inc,2011-08-10,70.31
Allergan Inc,2011-08-09,74.57
Allergan Inc,2011-08-08,72.5
Allergan Inc,2011-08-05,76.93
Allergan Inc,2011-08-04,75.71
Allergan Inc,2011-08-03,79.74
Allergan Inc,2011-08-02,77.33
Allergan Inc,2011-08-01,79.95
American Intl Group Inc,2011-10-28,26.34
American Intl Group Inc,2011-10-27,26.52
American Intl Group Inc,2011-10-26,25.32
American Intl Group Inc,2011-10-25,24.18
American Intl Group Inc,2011-10-24,25.14
American Intl Group Inc,2011-10-21,24.01
American Intl Group Inc,2011-10-20,22.91
American Intl Group Inc,2011-10-19,22.55
American Intl Group Inc,2011-10-18,23.44
American Intl Group Inc,2011-10-17,22.24
American Intl Group Inc,2011-10-14,23.37
American Intl Group Inc,2011-10-13,23.03
American Intl Group Inc,2011-10-12,23.76
American Intl Group Inc,2011-10-11,22.37
American Intl Group Inc,2011-10-10,22.19
American Intl Group Inc,2011-10-07,20.97
American Intl Group Inc,2011-10-06,22.02
American Intl Group Inc,2011-10-05,21.36
American Intl Group Inc,2011-10-04,20.55
American Intl Group Inc,2011-10-03,20.46
American Intl Group Inc,2011-09-30,21.95
American Intl Group Inc,2011-09-29,22.89
American Intl Group Inc,2011-09-28,22.71
American Intl Group Inc,2011-09-27,23.38
American Intl Group Inc,2011-09-26,23.46
American Intl Group Inc,2011-09-23,22.19
American Intl Group Inc,2011-09-22,21.61
American Intl Group Inc,2011-09-21,22.95
American Intl Group Inc,2011-09-20,24.6
American Intl Group Inc,2011-09-19,24.66
American Intl Group Inc,2011-09-16,25.44
American Intl Group Inc,2011-09-15,25.04
American Intl Group Inc,2011-09-14,24.49
American Intl Group Inc,2011-09-13,24.16
American Intl Group Inc,2011-09-12,23.58
American Intl Group Inc,2011-09-09,23.36
American Intl Group Inc,2011-09-08,24.59
American Intl Group Inc,2011-09-07,25.39
American Intl Group Inc,2011-09-06,23.32
American Intl Group Inc,2011-09-02,23.66
American Intl Group Inc,2011-09-01,24.79
American Intl Group Inc,2011-08-31,25.33
American Intl Group Inc,2011-08-30,24.9
American Intl Group Inc,2011-08-29,25
American Intl Group Inc,2011-08-26,23.26
American Intl Group Inc,2011-08-25,23
American Intl Group Inc,2011-08-24,23.55
American Intl Group Inc,2011-08-23,22.92
American Intl Group Inc,2011-08-22,21.79
American Intl Group Inc,2011-08-19,22.16
American Intl Group Inc,2011-08-18,22.7
American Intl Group Inc,2011-08-17,24.85
American Intl Group Inc,2011-08-16,24.51
American Intl Group Inc,2011-08-15,24.52
American Intl Group Inc,2011-08-12,23.13
American Intl Group Inc,2011-08-11,23.16
American Intl Group Inc,2011-08-10,22.14
American Intl Group Inc,2011-08-09,23.98
American Intl Group Inc,2011-08-08,22.58
American Intl Group Inc,2011-08-05,25.1
American Intl Group Inc,2011-08-04,26.4
American Intl Group Inc,2011-08-03,28.19
American Intl Group Inc,2011-08-02,27.75
American Intl Group Inc,2011-08-01,28.59
Apartment Investment & Mgmt,2011-10-28,25.03
Apartment Investment & Mgmt,2011-10-27,26.8
Apartment Investment & Mgmt,2011-10-26,25.66
Apartment Investment & Mgmt,2011-10-25,25.22
Apartment Investment & Mgmt,2011-10-24,25.48
Apartment Investment & Mgmt,2011-10-21,24.67
Apartment Investment & Mgmt,2011-10-20,23.93
Apartment Investment & Mgmt,2011-10-19,23.55
Apartment Investment & Mgmt,2011-10-18,23.66
Apartment Investment & Mgmt,2011-10-17,22.76
Apartment Investment & Mgmt,2011-10-14,23.35
Apartment Investment & Mgmt,2011-10-13,22.71
Apartment Investment & Mgmt,2011-10-12,22.76
Apartment Investment & Mgmt,2011-10-11,22.14
Apartment Investment & Mgmt,2011-10-10,22.61
Apartment Investment & Mgmt,2011-10-07,21.6
Apartment Investment & Mgmt,2011-10-06,22.43
Apartment Investment & Mgmt,2011-10-05,21.85
Apartment Investment & Mgmt,2011-10-04,22.16
Apartment Investment & Mgmt,2011-10-03,20.71
Apartment Investment & Mgmt,2011-09-30,22.12
Apartment Investment & Mgmt,2011-09-29,22.87
Apartment Investment & Mgmt,2011-09-28,22.65
Apartment Investment & Mgmt,2011-09-27,23.46
Apartment Investment & Mgmt,2011-09-26,23.75
Apartment Investment & Mgmt,2011-09-23,23.52
Apartment Investment & Mgmt,2011-09-22,23.24
Apartment Investment & Mgmt,2011-09-21,24.19
Apartment Investment & Mgmt,2011-09-20,25.85
Apartment Investment & Mgmt,2011-09-19,25.97
Apartment Investment & Mgmt,2011-09-16,26.57
Apartment Investment & Mgmt,2011-09-15,26.86
Apartment Investment & Mgmt,2011-09-14,26.48
Apartment Investment & Mgmt,2011-09-13,26.71
Apartment Investment & Mgmt,2011-09-12,26.39
Apartment Investment & Mgmt,2011-09-09,26.06
Apartment Investment & Mgmt,2011-09-08,26.92
Apartment Investment & Mgmt,2011-09-07,26.95
Apartment Investment & Mgmt,2011-09-06,25.49
Apartment Investment & Mgmt,2011-09-02,25.72
Apartment Investment & Mgmt,2011-09-01,26.14
Apartment Investment & Mgmt,2011-08-31,26.57
Apartment Investment & Mgmt,2011-08-30,25.99
Apartment Investment & Mgmt,2011-08-29,25.95
Apartment Investment & Mgmt,2011-08-26,25.02
Apartment Investment & Mgmt,2011-08-25,24.49
Apartment Investment & Mgmt,2011-08-24,25.33
Apartment Investment & Mgmt,2011-08-23,24.71
Apartment Investment & Mgmt,2011-08-22,24.24
Apartment Investment & Mgmt,2011-08-19,24.11
Apartment Investment & Mgmt,2011-08-18,24.99
Apartment Investment & Mgmt,2011-08-17,26.12
Apartment Investment & Mgmt,2011-08-16,25.95
Apartment Investment & Mgmt,2011-08-15,25.76
Apartment Investment & Mgmt,2011-08-12,24.54
Apartment Investment & Mgmt,2011-08-11,24.87
Apartment Investment & Mgmt,2011-08-10,23.21
Apartment Investment & Mgmt,2011-08-09,23.66
Apartment Investment & Mgmt,2011-08-08,21.89
Apartment Investment & Mgmt,2011-08-05,24.08
Apartment Investment & Mgmt,2011-08-04,24.71
Apartment Investment & Mgmt,2011-08-03,26.26
Apartment Investment & Mgmt,2011-08-02,26.27
Apartment Investment & Mgmt,2011-08-01,27.18
Assurant Inc,2011-10-28,39.18
Assurant Inc,2011-10-27,39.84
Assurant Inc,2011-10-26,38.87
Assurant Inc,2011-10-25,38.05
Assurant Inc,2011-10-24,39.69
Assurant Inc,2011-10-21,39.29
Assurant Inc,2011-10-20,38.48
Assurant Inc,2011-10-19,37.51
Assurant Inc,2011-10-18,37.83
Assurant Inc,2011-10-17,36.17
Assurant Inc,2011-10-14,37.22
Assurant Inc,2011-10-13,36.12
Assurant Inc,2011-10-12,36.98
Assurant Inc,2011-10-11,36.62
Assurant Inc,2011-10-10,36.9
Assurant Inc,2011-10-07,35.24
Assurant Inc,2011-10-06,36.31
Assurant Inc,2011-10-05,36.04
Assurant Inc,2011-10-04,35.07
Assurant Inc,2011-10-03,34.07
Assurant Inc,2011-09-30,35.8
Assurant Inc,2011-09-29,36.14
Assurant Inc,2011-09-28,34.79
Assurant Inc,2011-09-27,36
Assurant Inc,2011-09-26,35.14
Assurant Inc,2011-09-23,33.9
Assurant Inc,2011-09-22,33.52
Assurant Inc,2011-09-21,33.34
Assurant Inc,2011-09-20,35.34
Assurant Inc,2011-09-19,35.43
Assurant Inc,2011-09-16,35.85
Assurant Inc,2011-09-15,35.26
Assurant Inc,2011-09-14,34.8
Assurant Inc,2011-09-13,34.51
Assurant Inc,2011-09-12,33.78
Assurant Inc,2011-09-09,33.55
Assurant Inc,2011-09-08,34.05
Assurant Inc,2011-09-07,34.4
Assurant Inc,2011-09-06,32.9
Assurant Inc,2011-09-02,33.37
Assurant Inc,2011-09-01,34.39
Assurant Inc,2011-08-31,35.17
Assurant Inc,2011-08-30,35.09
Assurant Inc,2011-08-29,35.47
Assurant Inc,2011-08-26,33.41
Assurant Inc,2011-08-25,33.07
Assurant Inc,2011-08-24,34.13
Assurant Inc,2011-08-23,33.4
Assurant Inc,2011-08-22,32.65
Assurant Inc,2011-08-19,32.59
Assurant Inc,2011-08-18,32.29
Assurant Inc,2011-08-17,33.23
Assurant Inc,2011-08-16,33.04
Assurant Inc,2011-08-15,33.65
Assurant Inc,2011-08-12,32.55
Assurant Inc,2011-08-11,33.29
Assurant Inc,2011-08-10,31.07
Assurant Inc,2011-08-09,32.62
Assurant Inc,2011-08-08,31.17
Assurant Inc,2011-08-05,33.64
Assurant Inc,2011-08-04,33.77
